time,busstop,nextArrivalTime,nextPassengers,passengers
4/9/2018 10:29,LT13,12,-,-
4/9/2018 10:29,COM2,15,-,-
4/9/2018 10:29,KR-MRT,14,-,-
4/9/2018 10:29,LT29,17,-,-
4/9/2018 10:29,UHALL,19,-,-
4/9/2018 10:30,PGP12-OPP,21,-,-
4/9/2018 10:30,CENLIB,10,-,-
4/9/2018 10:30,STAFFCLUB-OPP,20,-,-
4/9/2018 10:30,AS7,13,-,-
4/9/2018 10:30,YIH,8,-,-
4/9/2018 10:30,BIZ2,18,-,-
4/9/2018 10:30,PGP7,19,-,-
4/9/2018 10:30,PGPT,10,-,-
4/9/2018 10:33,LT13,7,-,-
4/9/2018 10:33,COM2,8,-,-
4/9/2018 10:33,KR-MRT,20,-,-
4/9/2018 10:33,LT29,13,-,-
4/9/2018 10:33,UHALL,15,-,-
4/9/2018 10:33,PGP12-OPP,12,-,-
4/9/2018 10:33,CENLIB,20,-,-
4/9/2018 10:33,STAFFCLUB-OPP,17,-,-
4/9/2018 10:33,AS7,7,-,-
4/9/2018 10:33,YIH,18,-,-
4/9/2018 10:33,BIZ2,10,-,-
4/9/2018 10:33,PGP7,11,-,-
4/9/2018 10:33,PGPT,17,-,-
4/9/2018 10:36,LT13,19,-,-
4/9/2018 10:36,COM2,21,-,-
4/9/2018 10:36,KR-MRT,17,-,-
4/9/2018 10:36,LT29,20,-,-
4/9/2018 10:36,UHALL,22,-,-
4/9/2018 10:36,PGP12-OPP,7,-,-
4/9/2018 10:36,CENLIB,17,-,-
4/9/2018 10:36,STAFFCLUB-OPP,14,-,-
4/9/2018 10:36,AS7,20,-,-
4/9/2018 10:36,YIH,15,-,-
4/9/2018 10:36,BIZ2,6,-,-
4/9/2018 10:36,PGP7,7,-,-
4/9/2018 10:36,PGPT,14,-,-
4/9/2018 10:39,LT13,13,-,-
4/9/2018 10:39,COM2,19,-,-
4/9/2018 10:39,KR-MRT,14,-,-
4/9/2018 10:39,LT29,17,-,-
4/9/2018 10:39,UHALL,18,-,-
4/9/2018 10:40,PGP12-OPP,25,-,-
4/9/2018 10:40,CENLIB,23,-,-
4/9/2018 10:40,STAFFCLUB-OPP,20,-,-
4/9/2018 10:40,AS7,17,-,-
4/9/2018 10:40,YIH,21,-,-
4/9/2018 10:40,BIZ2,23,-,-
4/9/2018 10:40,PGP7,25,-,-
4/9/2018 10:40,PGPT,10,-,-
4/9/2018 10:43,LT13,22,-,-
4/9/2018 10:43,COM2,24,-,-
4/9/2018 10:43,KR-MRT,10,-,-
4/9/2018 10:43,LT29,13,-,-
4/9/2018 10:43,UHALL,15,-,-
4/9/2018 10:43,PGP12-OPP,21,-,-
4/9/2018 10:43,CENLIB,20,-,-
4/9/2018 10:43,STAFFCLUB-OPP,17,-,-
4/9/2018 10:43,AS7,23,-,-
4/9/2018 10:43,YIH,18,-,-
4/9/2018 10:43,BIZ2,20,-,-
4/9/2018 10:43,PGP7,21,-,-
4/9/2018 10:43,PGPT,17,-,-
4/9/2018 10:46,LT13,19,-,-
4/9/2018 10:46,COM2,21,-,-
4/9/2018 10:46,KR-MRT,17,-,-
4/9/2018 10:46,LT29,20,-,-
4/9/2018 10:46,UHALL,12,-,-
4/9/2018 10:46,PGP12-OPP,25,-,-
4/9/2018 10:46,CENLIB,17,-,-
4/9/2018 10:46,STAFFCLUB-OPP,14,-,-
4/9/2018 10:46,AS7,20,-,-
4/9/2018 10:46,YIH,15,-,-
4/9/2018 10:46,BIZ2,24,-,-
4/9/2018 10:46,PGP7,26,-,-
4/9/2018 10:46,PGPT,14,-,-
4/9/2018 10:49,LT13,11,-,-
4/9/2018 10:49,COM2,16,-,-
4/9/2018 10:49,KR-MRT,14,-,-
4/9/2018 10:49,LT29,17,-,-
4/9/2018 10:50,UHALL,18,-,-
4/9/2018 10:50,PGP12-OPP,22,-,-
4/9/2018 10:50,CENLIB,11,-,-
4/9/2018 10:50,STAFFCLUB-OPP,20,-,-
4/9/2018 10:50,AS7,14,-,-
4/9/2018 10:50,YIH,21,-,-
4/9/2018 10:50,BIZ2,20,-,-
4/9/2018 10:50,PGP7,22,-,-
4/9/2018 10:50,PGPT,10,-,-
4/9/2018 10:53,LT13,22,-,-
4/9/2018 10:53,COM2,16,-,-
4/9/2018 10:53,KR-MRT,10,-,-
4/9/2018 10:53,LT29,13,-,-
4/9/2018 10:53,UHALL,15,-,-
4/9/2018 10:53,PGP12-OPP,19,-,-
4/9/2018 10:53,CENLIB,20,-,-
4/9/2018 10:53,STAFFCLUB-OPP,17,-,-
4/9/2018 10:53,AS7,23,-,-
4/9/2018 10:53,YIH,18,-,-
4/9/2018 10:53,BIZ2,13,-,-
4/9/2018 10:53,PGP7,14,-,-
4/9/2018 10:53,PGPT,17,-,-
4/9/2018 10:56,LT13,19,-,-
4/9/2018 10:56,COM2,21,-,-
4/9/2018 10:56,KR-MRT,17,-,-
4/9/2018 10:56,LT29,10,-,-
4/9/2018 10:56,UHALL,12,-,-
4/9/2018 10:56,PGP12-OPP,9,-,-
4/9/2018 10:56,CENLIB,17,-,-
4/9/2018 10:56,STAFFCLUB-OPP,14,-,-
4/9/2018 10:56,AS7,20,-,-
4/9/2018 10:56,YIH,15,-,-
4/9/2018 10:56,BIZ2,24,-,-
4/9/2018 10:56,PGP7,10,-,-
4/9/2018 10:56,PGPT,14,-,-
4/9/2018 10:59,LT13,12,-,-
4/9/2018 10:59,COM2,17,-,-
4/9/2018 10:59,KR-MRT,13,-,-
4/9/2018 11:00,LT29,16,-,-
4/9/2018 11:00,UHALL,18,-,-
4/9/2018 11:00,PGP12-OPP,22,-,-
4/9/2018 11:00,CENLIB,12,-,-
4/9/2018 11:00,STAFFCLUB-OPP,20,-,-
4/9/2018 11:00,AS7,15,-,-
4/9/2018 11:00,YIH,10,-,-
4/9/2018 11:00,BIZ2,21,-,-
4/9/2018 11:00,PGP7,23,-,-
4/9/2018 11:00,PGPT,10,-,-
4/9/2018 11:03,LT13,9,-,-
4/9/2018 11:03,COM2,15,-,-
4/9/2018 11:03,KR-MRT,20,-,-
4/9/2018 11:03,LT29,13,-,-
4/9/2018 11:03,UHALL,15,-,-
4/9/2018 11:03,PGP12-OPP,14,-,-
4/9/2018 11:03,CENLIB,20,-,-
4/9/2018 11:03,STAFFCLUB-OPP,17,-,-
4/9/2018 11:03,AS7,7,-,-
4/9/2018 11:03,YIH,18,-,-
4/9/2018 11:03,BIZ2,11,-,-
4/9/2018 11:03,PGP7,12,-,-
4/9/2018 11:03,PGPT,17,-,-
4/9/2018 11:06,LT13,19,-,-
4/9/2018 11:06,COM2,21,-,-
4/9/2018 11:06,KR-MRT,17,-,-
4/9/2018 11:06,LT29,20,-,-
4/9/2018 11:06,UHALL,12,-,-
4/9/2018 11:06,PGP12-OPP,8,-,-
4/9/2018 11:06,CENLIB,17,-,-
4/9/2018 11:06,STAFFCLUB-OPP,14,-,-
4/9/2018 11:06,AS7,20,-,-
4/9/2018 11:06,YIH,15,-,-
4/9/2018 11:06,BIZ2,8,-,-
4/9/2018 11:06,PGP7,9,-,-
4/9/2018 11:06,PGPT,14,-,-
4/9/2018 11:09,LT13,26,-,-
4/9/2018 11:09,COM2,28,-,-
4/9/2018 11:09,KR-MRT,13,-,-
4/9/2018 11:10,LT29,16,-,-
4/9/2018 11:10,UHALL,18,-,-
4/9/2018 11:10,PGP12-OPP,31,-,-
4/9/2018 11:10,CENLIB,23,-,-
4/9/2018 11:10,STAFFCLUB-OPP,20,-,-
4/9/2018 11:10,AS7,26,-,-
4/9/2018 11:10,YIH,21,-,-
4/9/2018 11:10,BIZ2,13,-,-
4/9/2018 11:10,PGP7,13,-,-
4/9/2018 11:10,PGPT,10,-,-
4/9/2018 11:13,LT13,22,-,-
4/9/2018 11:13,COM2,17,-,-
4/9/2018 11:13,KR-MRT,10,-,-
4/9/2018 11:13,LT29,13,-,-
4/9/2018 11:13,UHALL,15,-,-
4/9/2018 11:13,PGP12-OPP,25,-,-
4/9/2018 11:13,CENLIB,20,-,-
4/9/2018 11:13,STAFFCLUB-OPP,17,-,-
4/9/2018 11:13,AS7,23,-,-
4/9/2018 11:13,YIH,18,-,-
4/9/2018 11:13,BIZ2,23,-,-
4/9/2018 11:13,PGP7,19,-,-
4/9/2018 11:13,PGPT,17,-,-
4/9/2018 11:16,LT13,19,-,-
4/9/2018 11:16,COM2,21,-,-
4/9/2018 11:16,KR-MRT,17,-,-
4/9/2018 11:16,LT29,10,-,-
4/9/2018 11:16,UHALL,12,-,-
4/9/2018 11:16,PGP12-OPP,11,-,-
4/9/2018 11:16,CENLIB,17,-,-
4/9/2018 11:16,STAFFCLUB-OPP,14,-,-
4/9/2018 11:16,AS7,20,-,-
4/9/2018 11:16,YIH,15,-,-
4/9/2018 11:16,BIZ2,24,-,-
4/9/2018 11:16,PGP7,11,-,-
4/9/2018 11:16,PGPT,13,-,-
4/9/2018 11:20,LT13,12,-,-
4/9/2018 11:20,COM2,18,-,-
4/9/2018 11:20,KR-MRT,13,-,-
4/9/2018 11:20,LT29,16,-,-
4/9/2018 11:20,UHALL,18,-,-
4/9/2018 11:20,PGP12-OPP,22,-,-
4/9/2018 11:20,CENLIB,12,-,-
4/9/2018 11:20,STAFFCLUB-OPP,20,-,-
4/9/2018 11:20,AS7,15,-,-
4/9/2018 11:20,YIH,10,-,-
4/9/2018 11:20,BIZ2,21,-,-
4/9/2018 11:20,PGP7,20,-,-
4/9/2018 11:20,PGPT,10,-,-
4/9/2018 11:23,LT13,14,-,-
4/9/2018 11:23,COM2,19,-,-
4/9/2018 11:23,KR-MRT,10,-,-
4/9/2018 11:23,LT29,13,-,-
4/9/2018 11:23,UHALL,15,-,-
4/9/2018 11:23,PGP12-OPP,16,-,-
4/9/2018 11:23,CENLIB,20,-,-
4/9/2018 11:23,STAFFCLUB-OPP,17,-,-
4/9/2018 11:23,AS7,10,-,-
4/9/2018 11:23,YIH,18,-,-
4/9/2018 11:23,BIZ2,14,-,-
4/9/2018 11:23,PGP7,14,-,-
4/9/2018 11:23,PGPT,14,-,-
4/9/2018 11:26,LT13,19,-,-
4/9/2018 11:26,COM2,7,-,-
4/9/2018 11:26,KR-MRT,14,-,-
4/9/2018 11:26,LT29,17,-,-
4/9/2018 11:26,UHALL,12,-,-
4/9/2018 11:26,PGP12-OPP,10,-,-
4/9/2018 11:26,CENLIB,17,-,-
4/9/2018 11:26,STAFFCLUB-OPP,14,-,-
4/9/2018 11:26,AS7,20,-,-
4/9/2018 11:26,YIH,15,-,-
4/9/2018 11:26,BIZ2,10,-,-
4/9/2018 11:26,PGP7,10,-,-
4/9/2018 11:26,PGPT,11,-,-
4/9/2018 11:29,LT13,12,-,-
4/9/2018 11:30,COM2,18,-,-
4/9/2018 11:30,KR-MRT,10,-,-
4/9/2018 11:30,LT29,13,-,-
4/9/2018 11:30,UHALL,15,-,-
4/9/2018 11:30,PGP12-OPP,7,-,-
4/9/2018 11:30,CENLIB,12,-,-
4/9/2018 11:30,STAFFCLUB-OPP,17,-,-
4/9/2018 11:30,AS7,15,-,-
4/9/2018 11:30,YIH,10,-,-
4/9/2018 11:30,BIZ2,22,-,-
4/9/2018 11:30,PGP7,8,-,-
4/9/2018 11:30,PGPT,7,-,-
4/9/2018 11:33,LT13,13,-,-
4/9/2018 11:33,COM2,15,-,-
4/9/2018 11:33,KR-MRT,15,-,-
4/9/2018 11:33,LT29,10,-,-
4/9/2018 11:33,UHALL,12,-,-
4/9/2018 11:33,PGP12-OPP,17,-,-
4/9/2018 11:33,CENLIB,17,-,-
4/9/2018 11:33,STAFFCLUB-OPP,14,-,-
4/9/2018 11:33,AS7,8,-,-
4/9/2018 11:33,YIH,15,-,-
4/9/2018 11:33,BIZ2,13,-,-
4/9/2018 11:33,PGP7,14,-,-
4/9/2018 11:33,PGPT,12,-,-
4/9/2018 11:36,LT13,13,-,-
4/9/2018 11:36,COM2,19,-,-
4/9/2018 11:36,KR-MRT,12,-,-
4/9/2018 11:36,LT29,15,-,-
4/9/2018 11:36,UHALL,7,-,-
4/9/2018 11:36,PGP12-OPP,11,-,-
4/9/2018 11:36,CENLIB,13,-,-
4/9/2018 11:36,STAFFCLUB-OPP,7,-,-
4/9/2018 11:37,AS7,16,-,-
4/9/2018 11:37,YIH,10,-,-
4/9/2018 11:37,BIZ2,10,-,-
4/9/2018 11:37,PGP7,11,-,-
4/9/2018 11:37,PGPT,8,-,-
4/9/2018 11:40,LT13,14,-,-
4/9/2018 11:40,COM2,20,-,-
4/9/2018 11:40,KR-MRT,8,-,-
4/9/2018 11:40,LT29,11,-,-
4/9/2018 11:40,UHALL,13,-,-
4/9/2018 11:40,PGP12-OPP,21,-,-
4/9/2018 11:40,CENLIB,13,-,-
4/9/2018 11:40,STAFFCLUB-OPP,15,-,-
4/9/2018 11:40,AS7,11,-,-
4/9/2018 11:40,YIH,7,-,-
4/9/2018 11:40,BIZ2,15,-,-
4/9/2018 11:40,PGP7,17,-,-
4/9/2018 11:40,PGPT,12,-,-
4/9/2018 11:43,LT13,6,-,-
4/9/2018 11:43,COM2,8,-,-
4/9/2018 11:43,KR-MRT,12,-,-
4/9/2018 11:43,LT29,15,-,-
4/9/2018 11:43,UHALL,null,null,null
4/9/2018 11:45,PGP12-OPP,10,-,-
4/9/2018 11:45,CENLIB,13,-,-
4/9/2018 11:46,STAFFCLUB-OPP,7,-,-
4/9/2018 11:46,AS7,17,-,-
4/9/2018 11:46,YIH,12,-,-
4/9/2018 11:46,BIZ2,10,-,-
4/9/2018 11:46,PGP7,11,-,-
4/9/2018 11:46,PGPT,6,-,-
4/9/2018 11:49,LT13,7,-,-
4/9/2018 11:49,COM2,9,-,-
4/9/2018 11:49,KR-MRT,14,-,-
4/9/2018 11:49,LT29,9,-,-
4/9/2018 11:49,UHALL,11,-,-
4/9/2018 11:49,PGP12-OPP,7,-,-
4/9/2018 11:49,CENLIB,6,-,-
4/9/2018 11:49,STAFFCLUB-OPP,13,-,-
4/9/2018 11:49,AS7,8,-,-
4/9/2018 11:49,YIH,14,-,-
4/9/2018 11:49,BIZ2,6,-,-
4/9/2018 11:49,PGP7,7,-,-
4/9/2018 11:49,PGPT,11,-,-
4/9/2018 11:52,LT13,17,-,-
4/9/2018 11:52,COM2,8,-,-
4/9/2018 11:52,KR-MRT,11,-,-
4/9/2018 11:52,LT29,14,-,-
4/9/2018 11:52,UHALL,8,-,-
4/9/2018 11:52,PGP12-OPP,11,-,-
4/9/2018 11:52,CENLIB,15,-,-
4/9/2018 11:53,STAFFCLUB-OPP,10,-,-
4/9/2018 11:53,AS7,19,-,-
4/9/2018 11:53,YIH,12,-,-
4/9/2018 11:53,BIZ2,11,-,-
4/9/2018 11:53,PGP7,12,-,-
4/9/2018 11:53,PGPT,7,-,-
4/9/2018 11:56,LT13,10,-,-
4/9/2018 11:56,COM2,12,-,-
4/9/2018 11:56,KR-MRT,7,-,-
4/9/2018 11:56,LT29,10,-,-
4/9/2018 11:56,UHALL,12,-,-
4/9/2018 11:56,PGP12-OPP,7,-,-
4/9/2018 11:56,CENLIB,9,-,-
4/9/2018 11:56,STAFFCLUB-OPP,14,-,-
4/9/2018 11:56,AS7,11,-,-
4/9/2018 11:56,YIH,15,-,-
4/9/2018 11:56,BIZ2,16,-,-
4/9/2018 11:56,PGP7,8,-,-
4/9/2018 11:56,PGPT,11,-,-
4/9/2018 11:59,LT13,17,-,-
4/9/2018 11:59,COM2,9,-,-
4/9/2018 11:59,KR-MRT,11,-,-
4/9/2018 11:59,LT29,5,-,-
4/9/2018 11:59,UHALL,9,-,-
4/9/2018 11:59,PGP12-OPP,13,-,-
4/9/2018 11:59,CENLIB,14,-,-
4/9/2018 11:59,STAFFCLUB-OPP,11,-,-
4/9/2018 11:59,AS7,8,-,-
4/9/2018 11:59,YIH,12,-,-
4/9/2018 11:59,BIZ2,12,-,-
4/9/2018 11:59,PGP7,13,-,-
4/9/2018 11:59,PGPT,8,-,-
4/9/2018 12:02,LT13,20,-,-
4/9/2018 12:02,COM2,10,-,-
4/9/2018 12:02,KR-MRT,8,-,-
4/9/2018 12:02,LT29,11,-,-
4/9/2018 12:02,UHALL,1,-,-
4/9/2018 12:03,PGP12-OPP,11,-,-
4/9/2018 12:03,CENLIB,17,-,-
4/9/2018 12:03,STAFFCLUB-OPP,3,-,-
4/9/2018 12:03,AS7,20,-,-
4/9/2018 12:03,YIH,3,-,-
4/9/2018 12:03,BIZ2,10,-,-
4/9/2018 12:03,PGP7,12,-,-
4/9/2018 12:03,PGPT,12,-,-
4/9/2018 12:06,LT13,6,-,-
4/9/2018 12:06,COM2,8,-,-
4/9/2018 12:06,KR-MRT,12,-,-
4/9/2018 12:06,LT29,5,-,-
4/9/2018 12:06,UHALL,9,-,-
4/9/2018 12:06,PGP12-OPP,11,-,-
4/9/2018 12:06,CENLIB,15,-,-
4/9/2018 12:06,STAFFCLUB-OPP,11,-,-
4/9/2018 12:06,AS7,7,-,-
4/9/2018 12:06,YIH,12,-,-
4/9/2018 12:06,BIZ2,11,-,-
4/9/2018 12:06,PGP7,12,-,-
4/9/2018 12:06,PGPT,9,-,-
4/9/2018 12:09,LT13,17,-,-
4/9/2018 12:09,COM2,5,-,-
4/9/2018 12:09,KR-MRT,9,-,-
4/9/2018 12:09,LT29,12,-,-
4/9/2018 12:09,UHALL,14,-,-
4/9/2018 12:09,PGP12-OPP,8,-,-
4/9/2018 12:09,CENLIB,11,-,-
4/9/2018 12:09,STAFFCLUB-OPP,16,-,-
4/9/2018 12:09,AS7,15,-,-
4/9/2018 12:09,YIH,10,-,-
4/9/2018 12:09,BIZ2,7,-,-
4/9/2018 12:09,PGP7,9,-,-
4/9/2018 12:09,PGPT,13,-,-
4/9/2018 12:12,LT13,6,-,-
4/9/2018 12:13,COM2,8,-,-
4/9/2018 12:13,KR-MRT,12,-,-
4/9/2018 12:13,LT29,15,-,-
4/9/2018 12:13,UHALL,17,-,-
4/9/2018 12:13,PGP12-OPP,5,-,-
4/9/2018 12:13,CENLIB,22,-,-
4/9/2018 12:13,STAFFCLUB-OPP,19,-,-
4/9/2018 12:13,AS7,6,-,-
4/9/2018 12:13,YIH,20,-,-
4/9/2018 12:13,BIZ2,10,-,-
4/9/2018 12:13,PGP7,6,-,-
4/9/2018 12:13,PGPT,9,-,-
4/9/2018 12:16,LT13,21,-,-
4/9/2018 12:16,COM2,23,-,-
4/9/2018 12:16,KR-MRT,9,-,-
4/9/2018 12:16,LT29,12,-,-
4/9/2018 12:16,UHALL,14,-,-
4/9/2018 12:16,PGP12-OPP,8,-,-
4/9/2018 12:16,CENLIB,19,-,-
4/9/2018 12:16,STAFFCLUB-OPP,16,-,-
4/9/2018 12:16,AS7,22,-,-
4/9/2018 12:16,YIH,17,-,-
4/9/2018 12:16,BIZ2,7,-,-
4/9/2018 12:16,PGP7,8,-,-
4/9/2018 12:16,PGPT,6,-,-
4/9/2018 12:19,LT13,18,-,-
4/9/2018 12:19,COM2,20,-,-
4/9/2018 12:19,KR-MRT,14,-,-
4/9/2018 12:19,LT29,16,-,-
4/9/2018 12:20,UHALL,18,-,-
4/9/2018 12:20,PGP12-OPP,31,-,-
4/9/2018 12:20,CENLIB,23,-,-
4/9/2018 12:20,STAFFCLUB-OPP,20,-,-
4/9/2018 12:20,AS7,26,-,-
4/9/2018 12:20,YIH,21,-,-
4/9/2018 12:20,BIZ2,30,-,-
4/9/2018 12:20,PGP7,32,-,-
4/9/2018 12:20,PGPT,10,-,-
4/9/2018 12:23,LT13,22,-,-
4/9/2018 12:23,COM2,24,-,-
4/9/2018 12:23,KR-MRT,10,-,-
4/9/2018 12:23,LT29,13,-,-
4/9/2018 12:23,UHALL,15,-,-
4/9/2018 12:23,PGP12-OPP,25,-,-
4/9/2018 12:23,CENLIB,20,-,-
4/9/2018 12:23,STAFFCLUB-OPP,17,-,-
4/9/2018 12:23,AS7,23,-,-
4/9/2018 12:23,YIH,18,-,-
4/9/2018 12:23,BIZ2,23,-,-
4/9/2018 12:23,PGP7,26,-,-
4/9/2018 12:23,PGPT,7,-,-
4/9/2018 12:26,LT13,19,-,-
4/9/2018 12:26,COM2,21,-,-
4/9/2018 12:26,KR-MRT,14,-,-
4/9/2018 12:26,LT29,10,-,-
4/9/2018 12:26,UHALL,12,-,-
4/9/2018 12:26,PGP12-OPP,25,-,-
4/9/2018 12:26,CENLIB,17,-,-
4/9/2018 12:26,STAFFCLUB-OPP,14,-,-
4/9/2018 12:26,AS7,20,-,-
4/9/2018 12:26,YIH,15,-,-
4/9/2018 12:26,BIZ2,24,-,-
4/9/2018 12:26,PGP7,26,-,-
4/9/2018 12:26,PGPT,11,-,-
4/9/2018 12:29,LT13,7,-,-
4/9/2018 12:29,COM2,11,-,-
4/9/2018 12:29,KR-MRT,11,-,-
4/9/2018 12:29,LT29,14,-,-
4/9/2018 12:30,UHALL,5,-,-
4/9/2018 12:30,PGP12-OPP,15,-,-
4/9/2018 12:30,CENLIB,8,-,-
4/9/2018 12:30,STAFFCLUB-OPP,4,-,-
4/9/2018 12:30,AS7,10,-,-
4/9/2018 12:30,YIH,7,-,-
4/9/2018 12:30,BIZ2,14,-,-
4/9/2018 12:30,PGP7,15,-,-
4/9/2018 12:30,PGPT,7,-,-
4/9/2018 12:33,LT13,6,-,-
4/9/2018 12:33,COM2,10,-,-
4/9/2018 12:33,KR-MRT,7,-,-
4/9/2018 12:33,LT29,10,-,-
4/9/2018 12:33,UHALL,12,-,-
4/9/2018 12:33,PGP12-OPP,14,-,-
4/9/2018 12:33,CENLIB,7,-,-
4/9/2018 12:33,STAFFCLUB-OPP,14,-,-
4/9/2018 12:33,AS7,9,-,-
4/9/2018 12:33,YIH,15,-,-
4/9/2018 12:33,BIZ2,13,-,-
4/9/2018 12:33,PGP7,14,-,-
4/9/2018 12:33,PGPT,12,-,-
4/9/2018 12:36,LT13,10,-,-
4/9/2018 12:36,COM2,9,-,-
4/9/2018 12:36,KR-MRT,12,-,-
4/9/2018 12:36,LT29,2,-,-
4/9/2018 12:36,UHALL,5,-,-
4/9/2018 12:36,PGP12-OPP,12,-,-
4/9/2018 12:36,CENLIB,8,-,-
4/9/2018 12:36,STAFFCLUB-OPP,4,-,-
4/9/2018 12:36,AS7,10,-,-
4/9/2018 12:36,YIH,7,-,-
4/9/2018 12:36,BIZ2,11,-,-
4/9/2018 12:36,PGP7,13,-,-
4/9/2018 12:36,PGPT,9,-,-
4/9/2018 12:39,LT13,7,-,-
4/9/2018 12:39,COM2,10,-,-
4/9/2018 12:39,KR-MRT,9,-,-
4/9/2018 12:40,LT29,11,-,-
4/9/2018 12:40,UHALL,3,-,-
4/9/2018 12:40,PGP12-OPP,9,-,-
4/9/2018 12:40,CENLIB,6,-,-
4/9/2018 12:40,STAFFCLUB-OPP,2,-,-
4/9/2018 12:40,AS7,8,-,-
4/9/2018 12:40,YIH,5,-,-
4/9/2018 12:40,BIZ2,8,-,-
4/9/2018 12:40,PGP7,10,-,-
4/9/2018 12:40,PGPT,12,-,-
4/9/2018 12:43,LT13,5,-,-
4/9/2018 12:43,COM2,7,-,-
4/9/2018 12:43,KR-MRT,12,-,-
4/9/2018 12:43,LT29,15,-,-
4/9/2018 12:43,UHALL,17,-,-
4/9/2018 12:43,PGP12-OPP,10,-,-
4/9/2018 12:43,CENLIB,4,-,-
4/9/2018 12:43,STAFFCLUB-OPP,19,-,-
4/9/2018 12:43,AS7,6,-,-
4/9/2018 12:43,YIH,20,-,-
4/9/2018 12:43,BIZ2,10,-,-
4/9/2018 12:43,PGP7,11,-,-
4/9/2018 12:43,PGPT,9,-,-
4/9/2018 12:46,LT13,17,-,-
4/9/2018 12:46,COM2,4,-,-
4/9/2018 12:46,KR-MRT,9,-,-
4/9/2018 12:46,LT29,12,-,-
4/9/2018 12:46,UHALL,14,-,-
4/9/2018 12:46,PGP12-OPP,7,-,-
4/9/2018 12:46,CENLIB,13,-,-
4/9/2018 12:46,STAFFCLUB-OPP,16,-,-
4/9/2018 12:46,AS7,15,-,-
4/9/2018 12:46,YIH,17,-,-
4/9/2018 12:46,BIZ2,6,-,-
4/9/2018 12:46,PGP7,7,-,-
4/9/2018 12:46,PGPT,13,-,-
4/9/2018 12:50,LT13,25,-,-
4/9/2018 12:50,COM2,8,-,-
4/9/2018 12:50,KR-MRT,13,-,-
4/9/2018 12:50,LT29,16,-,-
4/9/2018 12:50,UHALL,18,-,-
4/9/2018 12:50,PGP12-OPP,4,-,-
4/9/2018 12:50,CENLIB,23,-,-
4/9/2018 12:50,STAFFCLUB-OPP,20,-,-
4/9/2018 12:50,AS7,26,-,-
4/9/2018 12:50,YIH,21,-,-
4/9/2018 12:50,BIZ2,4,-,-
4/9/2018 12:50,PGP7,5,-,-
4/9/2018 12:50,PGPT,10,-,-
4/9/2018 12:53,LT13,18,-,-
4/9/2018 12:53,COM2,21,-,-
4/9/2018 12:53,KR-MRT,10,-,-
4/9/2018 12:53,LT29,13,-,-
4/9/2018 12:53,UHALL,15,-,-
4/9/2018 12:53,PGP12-OPP,9,-,-
4/9/2018 12:53,CENLIB,15,-,-
4/9/2018 12:53,STAFFCLUB-OPP,11,-,-
4/9/2018 12:53,AS7,19,-,-
4/9/2018 12:53,YIH,13,-,-
4/9/2018 12:53,BIZ2,8,-,-
4/9/2018 12:53,PGP7,9,-,-
4/9/2018 12:53,PGPT,7,-,-
4/9/2018 12:56,LT13,7,-,-
4/9/2018 12:56,COM2,9,-,-
4/9/2018 12:56,KR-MRT,14,-,-
4/9/2018 12:56,LT29,10,-,-
4/9/2018 12:56,UHALL,12,-,-
4/9/2018 12:56,PGP12-OPP,12,-,-
4/9/2018 12:56,CENLIB,17,-,-
4/9/2018 12:56,STAFFCLUB-OPP,14,-,-
4/9/2018 12:56,AS7,8,-,-
4/9/2018 12:56,YIH,14,-,-
4/9/2018 12:57,BIZ2,12,-,-
4/9/2018 12:57,PGP7,13,-,-
4/9/2018 12:57,PGPT,10,-,-
4/9/2018 13:00,LT13,18,-,-
4/9/2018 13:00,COM2,22,-,-
4/9/2018 13:00,KR-MRT,10,-,-
4/9/2018 13:00,LT29,13,-,-
4/9/2018 13:00,UHALL,10,-,-
4/9/2018 13:00,PGP12-OPP,12,-,-
4/9/2018 13:00,CENLIB,15,-,-
4/9/2018 13:00,STAFFCLUB-OPP,12,-,-
4/9/2018 13:00,AS7,20,-,-
4/9/2018 13:00,YIH,14,-,-
4/9/2018 13:00,BIZ2,11,-,-
4/9/2018 13:00,PGP7,12,-,-
4/9/2018 13:00,PGPT,7,-,-
4/9/2018 13:03,LT13,9,-,-
4/9/2018 13:03,COM2,10,-,-
4/9/2018 13:03,KR-MRT,15,-,-
4/9/2018 13:03,LT29,10,-,-
4/9/2018 13:03,UHALL,12,-,-
4/9/2018 13:03,PGP12-OPP,13,-,-
4/9/2018 13:03,CENLIB,6,-,-
4/9/2018 13:03,STAFFCLUB-OPP,14,-,-
4/9/2018 13:03,AS7,8,-,-
4/9/2018 13:03,YIH,15,-,-
4/9/2018 13:03,BIZ2,12,-,-
4/9/2018 13:03,PGP7,13,-,-
4/9/2018 13:03,PGPT,12,-,-
4/9/2018 13:06,LT13,4,-,-
4/9/2018 13:06,COM2,6,-,-
4/9/2018 13:06,KR-MRT,12,-,-
4/9/2018 13:06,LT29,15,-,-
4/9/2018 13:06,UHALL,8,-,-
4/9/2018 13:06,PGP12-OPP,9,-,-
4/9/2018 13:06,CENLIB,13,-,-
4/9/2018 13:06,STAFFCLUB-OPP,10,-,-
4/9/2018 13:07,AS7,4,-,-
4/9/2018 13:07,YIH,11,-,-
4/9/2018 13:07,BIZ2,8,-,-
4/9/2018 13:07,PGP7,9,-,-
4/9/2018 13:07,PGPT,8,-,-
